,ID,Plot
10,15401493,"Lola  attempts to gain her father's trust fund  by hiring a Hispanic husband, Bo , offering him $100,000 per year if he marries her. Bo accepts, and then departs from his Texas home and returns with Lola to her home in New Mexico. Lola finds out he is in fact Caucasian. Lola's best friend, Nina , and Bo's brother  join the trip, as does Bo's girlfriend, Nikki , and her clumsy friend, Dotty , in secret. When introduced to Bo, Lola's father, Victor , refuses to allow them to get married, until Bo convinces him by playing an antique guitar. In the mean time, Lola's ex-fiancé, Marco , and his secret girlfriend, Simona , who is also Lola's sister trying to keep her from having the inheritance, plot against Lola in order to gain the trust fund for themselves. Throughout the course of the story, Lola and Bo actually fall for each other. However, after Simona discovers Bo and Lola have a plot of their own, she uses Nikki to ruin the plot. However, before Nikki could do any damage, Victor and Bo get into an argument, which has both Lola and her father kick Bo out. In response, Lola's ex-fiancé is able to win back Lola's heart, but Lola only agrees for the money. Later that night, Nikki and Bo discover Simona and Marco's plot and are consequently held prisoner, so they may not warn anyone. However, Nikki's clumsy friend Dotty finds Nikki and Bo, frees them, and Bo is able to warn Lola. Still angry about the previous night, Lola kicks Bo out once more and proceeds to marry for the money. Fortunately for her, she trusts Bo's words and turns the tables on Simona and Marco, and also turns down the money from her father and departs, claiming that money ruined the family long before that day. She does not want the money if it means turning into a selfish and greedy person like her father.  At the end of the film, Bo is working as a bartender, where Lola manages to find him. They reconcile and show their love for each other once again, and they remain together and happy."
11,18188932,"Milan and Goran are two criminals who smuggle illegal immigrants. One night after they complete a smuggle, they discover that one of the immigrants has left a baby behind. Milan and Goran decide to sell the baby to Lubos and Eman, who are responsible for running an illegal baby adoption center. Lubos and Eman make attempts to sell the baby to Miluska and Frantisek, a barren couple. Concurrently a university professor is diagnosed with an inoperable brain tumor, setting into action a complicated train of family reunions, partings, and conflicts."
12,2940516,"Bumbling pirate crewman  kills his captain after learning where he has hidden buried treasure. However as he begins to lose his memory, he relies more and more on the ghost of the man he's murdered to help him find the treasure. This film provided a reunion of sorts for Sellers with his onetime Goon Show colleague Spike Milligan, who appears halfway through the film."
13,1335380,"The film is based on the events that happened on the ship Exodus in 1947 as well as events dealing with the founding of the state of Israel in 1948. Nurse Katherine ""Kitty"" Fremont  is an American volunteer at the Karaolos internment camp on Cyprus, where thousands of Jews - Holocaust survivors - are being held by the British, who won't let them go to Palestine. They anxiously wait for the day they will be liberated. Ari Ben Canaan , a Hagannah rebel who previously was a captain in the Jewish Brigade of the British Army in the Second World War, obtains a cargo ship and smuggles 611 Jewish inmates out of the camp for an illegal voyage to Mandate Palestine before being discovered by military authorities. When the British find out that the refugees are in a ship in the harbor of Famagusta, they blockade it. The refugees stage a hunger strike, during which the camp's doctor dies, and Ari threatens to blow up the ship and the refugees. The British relent and allow the Exodus safe passage. Meanwhile, Kitty has grown very fond of Karen Hansen , a young Danish-Jewish girl searching for her father, from whom she was separated during the war. She has taken up the Zionist cause, much to the chagrin of Kitty, who had hoped to take young Karen to America so that she can begin a new life there. During this time, opposition to the partition of Palestine into Arab and Jewish states is heating up, and Karen's young beau Dov Landau  proclaims his desire to join the Irgun, a radical Zionist underground network. Dov goes to an Irgun address, only to get caught in a police trap. After he is freed, he is contacted by members of the Irgun and is interviewed by Ari Ben Canaan's uncle Akiva . Before swearing Dov in, Akiva forces the boy to confess that he was a Sonderkommando in Auschwitz and that he was raped by Nazis. Due to his activities, Akiva has been disowned by Ari's father, Barak , who heads the mainstream Jewish Agency trying to create a Jewish state through political and diplomatic means. He fears that the Irgun will damage his efforts, especially since the British have put a price on Akiva's head. When Dov successfully bombs the King David Hotel in an act of terrorism, leading to dozens of fatalities, Akiva is arrested and sentenced to hang. Meanwhile, Karen's father has been found, but he is ill in hospital in Jerusalem and does not recognize her. Karen has gone to live at Gan Dafna, a fictional Jewish kibbutz near Mount Tabor at which Ari was raised. An actual kibbutz named Dafna is located near the present Lebanese border. Kitty and Ari have fallen in love, but uncle Akiva's imprisonment is an obstacle, and Ari must devise a plan to free the prisoners. Dov Landau, who had managed to elude the arresting soldiers, turns himself in so that he can use his knowledge of explosives to rig the Acre prison and plan an escape route. All goes according to plan; hundreds of prisoners, including Akiva, manage to escape. For the historical incident on which this is based, see Acre Prison break. Akiva is fatally shot by British soldiers while evading a roadblock set up to catch the escaped prisoners. Ari is also badly wounded. He makes his way to Abu Yesha, an Arab village near Gan Dafna, where his lifelong friend, Taha,  is the mukhtar. Kitty is brought there and treats his wound. An independent Israel is now in plain view, but Arab nationals commanded by Mohammad Amin al-Husayni, the Grand Mufti of Jerusalem, plot to attack Gan Dafna and kill its villagers. Ari receives prior warning of this attack from Taha, and he manages to get the younger children of the town out in a mass overnight escape. Karen, ecstatic over the prospect of a new nation, finds Dov  and proclaims her love for him; Dov assures her that they will marry someday. As Karen returns to Gan Dafna, she is ambushed and killed by a gang of Arab militiamen. Dov discovers her lifeless body the following morning. That same day, the body of Taha is found hanging in his village, killed by Arab extremists with a Star of David symbol carved on his body. Karen and Taha are buried together in one grave. At the Jewish burial ceremony, Ari swears on their bodies that someday, Jews and Arabs will live together and share the land in peace, not only in death but also in life. The movie then ends with Ari, Kitty, and a Palmach contingent entering trucks and heading toward battle."
14,1480747,"{{plot}} Following the sudden death of Kid's father ""Pop"" the local church has donated a scholarship fund to Kid so that he can go to college. Play now drives a sports car called ""Foreplay"" and is the manager of a record store. He attracts the attention of music producer Shelia Landreaux whose talent scout Rick spotted Kid N' Play performing at a community center. Shelia is willing to help finance Kid N'Play's demo session if they can commit to taking the act to the top of the charts. Kid however immediately backs out because he can't commit to the act and go to school, causing a rift between the two friends. Kid and Sydney both move into new student accommodations where Kid's room mate is Jamal, a white rapper and Sydney moves in with Zora, a strong minded female student who embraces strong political correctness. Meanwhile, Play meets a beautiful older woman named Salena who he flirts with and offers to help her with any thing she needs. Unfortunately, Bilal arrives and causes Play to stop flirting with Salena but she assures him that she'll back. Zora encourages Sydney to take courses that focus on more feminist perspectives and slowly Kid and Sydney begin to drift apart. While buying books for his studies, Kid's tuition cheque bounces and he is sent to the finance office where first he meets Miles, the Dean's assistant who tells him not to be intimidated. Kid calls Play  about his money and Play quickly assures him that his money is in a safe place. Back on campus, Kid then meets Dean Kramer who destroys Kid's student ID and gives him a week to pay his tuition fee. Miles tells Kid he can ""hook him up"" with an extension by getting his friend to make changes on the main computer for a small price. Kid gives Miles all the money he has left for the hook up. Meanwhile, Shelia Landreaux approaches Play after Rick apparently takes off with the money that was supposedly for Kid n' Play's demo session so he can clear his gambling debts. Play hesitantly gives Shelia Kid's scholarship cheque and faces a grilling from Bilal. Kid arrives later on demanding answers from Play as to the whereabouts of his money. Play comes clean to Kid and convinces him to ride to the recording studio where he promises Shelia will be with the money. Kid, Play and Bilal arrive at ""Do Me Records"" but are denied access into the building as the secretary has not heard of the names Shelia Landreaux or Play. Play is then confronted by Stab, Zilla and Pee Wee who want to know when they are going to record their demo. The trio were led to believe that Shelia gave Play their money for their demo session. As everyone argues the police arrive and warn them never to give money to any women by the name of Shelia Landreaux who also goes by several other alias'. Kid and Play get into a fight and Bilal then convinces Kid to ask Sydney for money. Kid tries to approache Sydney but Sydney assumes that he wants to break up with her. Kid doesn't know how to tell her why he really approached her so the two decide to stop seeing each other. Kid takes a job in the faculty dining hall to make ends meet. Things get worse when his lecturer, Professor Sinclair, gives him a week to write a 20 page paper or face failing his class. However without a student ID and with Stab, Zilla and Pee Wee working as campus security Kid can no longer get into the library or cafeteria and relies on Jamal for support as he balances work and study. Meanwhile, Play's new girlfriend Salena comes by angry at Play for not calling her about the demo. He assures her he'll let her know as soon as possible. Later, Bilal, who frequently convinces Play to give him personal discounts on records reminds him one day that ""sometimes you've gotta pay what you owe"". Play then approaches Kid with a plan to make the money back: A Pajama party where men pay entry fee and women ""appropriately dressed"" get in for free. However, Play and Bilal run amok on campus such as Bilal having sex with a stranger girl and Kid walking in on Play and Salena in his dorm. Play wants to hold the party in the faculty dining hall which would mean Kid having to get the key and risk getting into trouble with his boss Mr Lee. Kid is against this idea and instead tries to reconcile with Sydney but sees her getting close to Miles at a protest rally. After Mr Lee is informed that Kid is no longer a student he is dismissed of his duties and sent back to Dean Kramer. Kid manages to get his deadline extended another week giving him enough time to plan for the party. Kid, Play, Bilal and Jamal begin spreading word on campus about the party. Later on the party is in full swing. Sydney arrives hoping to talk to Kid but after seeing him getting close to another student she decides to go with Miles. Zora is approached by Rick and Shelia who is now going by another alias. While Kid N'Play perform on stage, Kid is distracted by Miles who forces Sydney into drinking beer. He jumps off stage to rescue Sydney. Play spots Shelia and Rick and chases after them. Zora knocks Shelia out with a punch to the face while Sydney tries to get away from Miles. Miles eventually lets go off Sydney and runs off with Kid in hot pursuit. A chase occurs around the building involving Kid, Miles, Rick, Play and campus security. Kid finally confronts Miles on the roof who tries to swing at Kid but falls through the glass roof and lands flat in huge cake. The party is eventually stopped by Dean Kramer and the police. Miles tries to escape but he is caught by Stab, Zilla, and Pee-Wee. The police try to arrest them but Play explains the whole situation to Dean Kramer, who promptly fires Miles and has Rick and Shelia arrested instead. He then tells Kid that the room needs to be changed back to the way it was by morning or face expulsion. As Kid, Play, Bilal and Jamal frantically clean up Kid is approached by Mr Lee. A reluctant Play gives Kid the money they made and Kid hands it over to Mr Lee hoping it will pay for the damages. The next day Kid informs Mr Lee and then Professor Sinclair of his departure citing that he hadn't proven he belonged at college. Professor Sinclair had thought otherwise revealing he had given Kid an A minus for his 20 page paper. He offers Kid a job as his teaching assistant but Kid declines because it wouldn't cover all his expenses. Kid heads over to Pops grave where he apologizes for letting him down. Play attempts to talk to Kid but he is too upset. Kid then packs up the rest of his stuff and says goodbye to Jamal and Sydney. He also finally wins the respect of Stab, Zilla and Pee Wee. They ride pass and tell him they got a job working on the police force. Play and Bilal pull up with their girlfriends in Play's old car. Play sold ""Foreplay"" and gives the money to Kid. He admits to being the one who forced Kid to drop out of college in the first place and apologizes. Play tells Kid to go back inside and study. As Play and Bilal drive away, Kid looks up to the heavens and says thanks to Pop."
15,24448645,"Despite Lucy's reservations, she agrees to her husband’s request to attend a wild party of lust and sexual exploration on a remote island. Their passion soon turns to terror when they discover that one of the group has disappeared. Some start to believe there is something evil lurking in the forest while others begin to suspect each other. Lucy's biggest fear was that the weekend could ruin her marriage, she didn't realize it could cost her her life too."
16,15072401,"Alan Colby, heir to a vast fortune, reappears after a seven year absence, only to be murdered before he can claim his inheritance. The Lowells have been living off the Colby fortune, and now someone is trying to kill Henrietta Lowell, matriarch of the family. Among the suspects are: *Fred and Janice Gage, who live off the Lowell  fortune, which would have gone to Alan Colby, the murdered man *Prof. Bowen, who is paid handsomely by the Lowells for his valuable psychic research *Mr. Phelps, the executor of the Lowell estate *Ulrich, who had a longstanding grudge against Alan Colby *Henrietta Lowell, who wants to continue psychic research"
17,4018288,"Debbie's favorite band is Dream Street, and her favorite member is Chris Trousdale. When Chris gets a fever while travelling on the Dream Street tour, in a haze, he strays away and ends up in Debbie's bed, much to the shock of his ""Biggest Fan,"" who thinks she's in heaven. Debbie proposes that Chris stay with her and he agrees. So, over the week they spend time together and she secretly hides him so he can escape the pressures of being a pop star for a little while. Chris even attends high school with Debbie, while disguised as a nerd. Meanwhile, the band's managers are going crazy at the loss of the star, thinking he has been kidnapped. At the end of the week Debbie and Chris  go to her high school prom where two jealous popular girls figure out Chris's true identity and tell the police about Chris's whereabouts, splitting him and Debbie up. They are eventually reunited on stage at a concert, ending in a sweet, final kiss and a performance by Dream Street."
18,4596602,"Ashes to Ashes is set in London, England. The film is a surreal journey into the dreams and misadventures of Gabriel Darbeaux a young screenwriter and martial arts enthusiast who supplements his income by escorting wealthy women. We are introduced to Gabriel’s character as he is chased and cornered by a group of Triad thugs armed with swords, sticks and nunchaku. Using his own nunchaku Gabriel manages to fight off the thugs only to find that the whole episode was an early morning dream. The dream provides inspiration for the opening scene of his latest screenplay entitled ‘Ashes to Ashes’ a thriller involving the Italian Mafia, Chinese Triads and a generous amount of martial arts action. While Gabriel believes that the success of this script will give him financial independence, his best friend Michael has plans of setting up his own escort agency. To fund this project, he resorts to making secret recordings of his sexual encounters with a banker’s wife and hopes to earn £100,000 through blackmail. Gabriel receives a call to meet with one of his regular clients at an exclusive restaurant in the West End of London. The woman fails to show and instead Gabriel encounters the beautiful Arabella Simone who draws him into a world which is disturbingly similar to that featured in his screenplay for Ashes to Ashes. Arabella is the former mistress to Valentino Tarantola, a possessive Italian gangster who employs ‘Laundrymen’ Muhammed and Nelson to do his dirty work. When Valentino is apparently castrated and left for dead at Arabella’s apartment she runs to Gabriel for help with the ‘Laundrymen’ close on her tail. Michael is called in to drive the two to a main line station from where they plan to take a train to France. Unfortunately, before the trio get very far, they are captured by the ‘Laundrymen’ and taken to a warehouse where they are introduced to Enrico Tarontola, Valentino’s sadistic younger brother. Bound and gagged, they are forced to listen helplessly as Enrico accuses Arabella of castrating and killing his brother Valentino and Michael of blackmailing his financial advisor’s wife. All three, including Gabriel are to be put to a violent death. Without warning, henchmen of a rival Triad boss storm the warehouse. In the ensuing battle, Gabriel is forced to fight for his life against Triad enforcers and Mafia hitmen. The film ends with Gabriel waking from a violent dream blurring the distinction between dream, reality and the fictional account that Gabriel is writing."
19,15224586,"The film follows the experience of Vietnamese refugees in the United States immediately following the Fall of Saigon at the end of the Vietnam War. Tai Tran  has been appointed the camp translator by Gunnery Sgt. Jim Lance . He has arrived with his sister's two young children. Their mother is believed to have been lost in the rush to leave Vietnam. Despite the despair of leaving Vietnam and having to live in an unfamiliar United States, many of the occupants make adjustments. Minh  is silent and solitary until he meets Addie , the camp's cook. They embark on a friendship to the point where Minh is drawn out of his shell. Meanwhile, Tai and his friend Duc  find themselves enamored with two female refugees. Tai falls for Thuy Hoa, the daughter of a discredited Vietnamese general. Duc falls back in love with a former girlfriend from Vietnam who is an unhappily married second wife."
20,15585766,"Three friends are droving cattle in Australia in 1939: the restless Bluey Donkin, easy-going Milo Trent and English Peter Linton, who is in the country on a working holiday. Squatter's daughter Kate Carmody is in love with Bluey but he refuses to be tied down to any one woman. War is breaks out and the three men enlist in the Australian army and are assigned to the 9th Division. They ship out to Africa. After early successes against the Italian army, the army is besieged in Tobruk. In between attacks, the men have comic encounters with a barber and Peter falls for a nurse, Sister Mary, after being wounded. There are several subsequent attacks in which all three soldiers are wounded. Peter Linton is killed but the others manage to repel the Germans. Bluey and Milo are then transferred to New Guinea, where Bluey is injured and Milo killed by a sniper. Bluey manages to kill the sniper and returns to Australia, where he is reunited with Kate."
21,1760737,"Set in a lonely city on a rainy night, the film takes place in a bicycle shop  that is closed for the night. In the corner of the shop sleeps Red, a red unicycle who languishes in the ""clearance corner"", waiting to be purchased. As the camera zooms on him, the sound of rain falling turns into a drumroll, and we go into the dream-sequence. In his dream, Red is being ridden by a circus clown  as part of a juggling act. The clown enters the ring, accompanied by a fanfare, expecting a huge applause, but instead receives only a few scattered claps from different parts of the  audience. Nevertheless, Lumpy starts juggling three balls whilst riding Red, occasionally dropping them as he does. However, Red slides out from underneath Lumpy  and spikes the balls back to him with his bike pedals. The confused clown ponders this for only a second before continuing on with his act. At this point, Red is forced to catch another ball which Lumpy unintentionally throws across the ring. Lumpy continues to ride in the air while juggling the other two balls while Red bounces the green ball up and down. Eventually Lumpy comes to a sudden realization, and looks between his legs, only to discover he's been riding on nothing before he falls to the ground . Red catches the other two balls and begins juggling all three of them, and then balances them on top of each other, after which he receives an uproarous applause. But then the sound of clapping turns into the sound of rain, and Red awakens, left to face bleak reality. Depressed, he returns to the corner where he was previously resting, and goes back to sleep. The short ends with the final image of the neon sign for ""Eben's Bikes""."
22,29062594,A group of teenagers at Catholic boarding school in the provinces spend their time trying to adapt to the demands of the priest in charge of the school while discovering life with their adventures and pains. It presents the romantic and sexual initiation of the group of adolescent boys and their problems.
23,29326153,The film follows the lives of several West Point cadet classmates who find themselves on opposite sides of the war. The film also follows the adventures of Lucius the slave escaping via the underground railroad to freedom with the film cutting between the First Battle of Bull Run and the birth of a Lucius' child born in slavery.
24,9252321,"This story of a Zulu family is a composite story of events enacted by Africans whose experiences resembled the story’s events. Forced out of his village by famine, Zachariah leaves his family to take the only work available: in the gold mines near Johannesburg. Seeking better than a slave wage, he settles with his wife and children in a bleak room in a crumbling shack on the outskirts of the city. Here he confronts the pass laws – hundreds of laws which he did not know existed – restricting his every move: he cannot find work without a pass, and he cannot get a pass without work. At the same time he is constantly threatened with banishment or imprisonment if he is unemployed too long, or fails to comply with petty restrictions. Zachariah drifts through a succession of jobs – domestic servant, garage attendant, waiter, road gang laborer – tormented, insulted, and degraded by white employers who summarily dismiss him because of his ignorance or out of malice. In addition, he falls foul of Marumu, the leader of a gang of “tsotsis”  who are terrorizing the streets of Sophiatown. Fearful that poverty will drive her son to the street gangs, his wife takes a job as a domestic servant where she must live on premises, separated from her family. Zachariah is caught sleeping with Vinah during a nightly police raid and is arrested for trespassing. He returns from prison to find his wife dead, murdered by Murumu because she refused to give in to his sexual demands. Inexorably Zachariah’s overwhelming helplessness and frustration reveal the social impoverishment of all African men, women, and children. Starved off the land after confiscation by successive governments, the black man is uprooted from his native soil and forced continually to search for a home and livelihood. Deprived of political power, he must weave a treacherous path of survival among the myriad written and unwritten laws that govern black contact with the white world – laws which are often contradictory and inevitably result in severe penalties. The family is increasingly torn apart when both parents must work to buy bread, leaving their children to grow up amid the violence and filth of the streets. In the end, the African is completely defenseless in his struggle to survive, inhumanely pulled between the capricious brutality of white law and the wanton violence of the black outlaw."
25,8388648,"The film opens with Madhav  and Sreenu  playing a football cup final in Kolkata. Madhav and Sreenu are best friends, football players, and neighbours. Subsequently, the team wins the cup. A mishap happens when Sreenu tries to save Madhav from an accident. Madhav escapes with minor injuries, but Sreenu loses his leg. This puts an end to his football career. Sreenu, recovering from the incident, convinces Madhav not to tell anyone about the cause of Sreenu's accident. He does this to save the two families from drifting apart. Remembering his sacrifice, Madhav works hard and becomes the captain of the team, a post once held by Sreenu. Once, while visiting Goa for a match, Madhav sees Amrutha  and falls in love with her. When Amrutha returns to her house, she finds her grandparents fixing her marriage with an NRI. The marriage breaks apart when the father of the groom gets to know about Madhav's love for Amrutha. Her heartbroken grandfather dies a few days later, and Amrutha holds Madhav responsible for all these incidents and starts hating him. Madhav tries to change her life by anonymously sending her gifts and money during her hardships. Amrutha desperately tries to find the person who was sending these to her. A few days later, during the festival of Holi, Amrutha mistakenly thinks Sreenu to be the sender of all the gifts and proposes him for marriage. Sreenu, not knowing about Madhav's love, agrees to the proposal. Madhav rushes to Sreenu's house, where he realises that the bride is no one else but Amrutha. Madhav sacrifices his love for his best friend's happiness. He tries to burn the photos of him and Amrutha in Goa, but he is seen by his father. His father gets to know the truth but Madhav convinces him not to tell anyone. Madhav decides to leave the town so that the marriage goes on smoothly. He fakes a letter asking him to report to Delhi for national football team selection. Sreenu asks him to leave immediately and to fulfill both of their dreams. Madhav, instead of going to Delhi, flies to Mumbai. Meanwhile, Sreenu's father learns about the photograph and Amrutha is questioned about their relationship. Amrutha realises that it was Madhav, and not Sreenu, who helped her. Sreenu and Amrutha leave for Mumbai. The film ends with Amrutha and Madhav getting together and Sreenu walking away with satisfaction."
26,10644072,"A villager new to the big city – Bhagwaan  – turns to crime to avoid starvation. He is drawn into the gang of slum crime lord ‘dada’ Shambu  where he falls into every crime but one: violence against women. When an impoverished but honourable young widow hangs herself after being raped by Shambu Dada, the cries of her orphaned baby awaken Bhagwaan’s soul. He rebels against his former master. Bhagwaan vows to atone for his formerly evil life, and adopts the orphaned baby as his own son. The innocent young boy becomes Bhagwaan’s source of personal redemption and the inspiration for all that he does. 12 years later the man now lovingly hailed as “Bhagwaan Dada” has transformed the former crime-ridden slum into a safe and happy neighbourhood - Shantinagar - where his adopted son Govinda  has become the pride and joy of the whole community. Despite his own dark past, this loving father has worked hard to raise the boy as a good person with sound moral values. At this time, Bhagwaan chances to rescue another naïve young man new to the big city – Swaroop  – when Shambu Dada’s gang steal all Swaroop’s money. Impressed with Swaroop’s education as well as the similarity of situation to his own arrival in the city years before, Bhagwaan takes the “innocent and simple” villager under his protective wing. He arranges a good job, even brings Swaroop home to live with himself and his son, young Govinda. Swaroop and Bhagwaan claim each other as ‘brothers’. One day on a roadway nearby the district, members of Shambu Dada’s gang assault a beautiful young woman whom Shambu lusts after. Swaroop hears her cries for help and tries to rescue her, believing as Bhagwaan does that: “It is every man’s duty to honour and protect women.” But Swaroop is a gentle bookish soul who does not know how to fight. He is badly beaten by Shambu’s men before Bhagwaan can rescue him in turn. The young woman  who gives her name as Bijli insists on tending the wounded Swaroop who bravely tried to help her. Bhagwaan invites Bijli to come live at their house until she can find a place to stay. After some initial confusion when Govinda mistakes Bijli for his new ‘uncle’ Swaroop’s wife, all four of them – Bhagwaan, Govinda, Swaroop, and now Bijli – live happily in Bhagwaan’s modest home, Govinda remaining impishly determined to matchmake between Swaroop and Bijli. However, what neither Bhagwaan nor Swaroop realise is that Bijli is a streetwalker. Intercepted on her way out to work one evening, Bijli spills Bhagwaan a yarn about how she is secretly an undercover policewoman assigned to pose as a prostitute in order to arrest real prostitutes and their patrons. Bhagwaan believes her. He preserves her ‘secret’, and all four continue happily in the house just as before, ignorance being bliss. The audience soon learn, though, that appearances are deceiving: Bijli is not, actually, a sex worker but rather working a fraud scam wherein she bilks potential ‘johns’ of money through clever ruses. Meanwhile, Shambu Dada has sworn revenge against Bhagwaan for foiling his plan to abduct Bijli. After brutally beating to death one of his gangmembers who botched the abduction, Shambu dumps the corpse in Bhagwaan’s territory seeking to frame Bhagwaan for the murder. The honest policeman Inspector Vijay , though, is fully aware of Shambu Dada’s crime empire activities as well as Bhagwaan’s reformation. When Bhagwaan discovers the corpse and duly reports the murder, Inspector Vijay not only fails to arrest Bhagwaan but even introduces Bhagwaan to a newspaper reporter – Madhu  – who is researching crime trends in the city, and recommends that she visit Shantinagar. The street-savvy Bhagwaan helps Inspector Vijay set a trap that allows the police to capture Shambu Dada in possession of the murder weapon. Shambu is convicted and sentenced to life imprisonment. All seems well. Bhagwaan invites Madhu to attend a joyous public celebration in Shantinagar. When young Govinda mischievously invites Bijli to garland his ‘uncle’ Swaroop, we discover that the blushing Swaroop hides a growing attraction to Bijli. When Madhu reciprocates Bhagwaan’s invitation by inviting him and Swaroop to her birthday party at a fancy hotel, Bijli manages to talk her way along. After Bijli’s comically jealous behaviour at the party, she confesses how she has come to love Swaroop, just as he loves her. She tries to explain that no future is possible between them. But Swaroop, ecstatic at learning his feelings are returned, simply won’t listen. Unknown to all, however, the evil Shambu Dada has escaped during transfer between prison facilities. Shambu vows to revenge himself upon Bhagwaan at all costs. While warning Bhagwaan of his danger at Shambu’s escape, Inspector Vijay happens to mention that Bijli is not, in fact, working for the police at all but has actually been arrested, if released, on suspicion of prostitution. Bhagwaan angrily confronts Bijli. Devastated, Bijli humbly confesses she lied about working with the police. Bhagwaan strikes her and throws her out of the house … and the whole neighbourhood. When Swaroop returns home he wants to support Bijli but it is already too late: Bijli is gone. All now seems lost for our lovers. But wait! A chance encounter with a doctor at a local hospital reveals Bijli’s true story: she has nobly sacrificed her reputation in order to raise money for the surgery and medicines needed to save the life of her sole surviving relative, a little sister, after the rest of their entire family were killed outright during the Bhopal Disaster. [1984 – cyanide gas cloud] Abjectly chastened, Bhagwaan and Swaroop comb the city for the missing Bijli, and almost abandon all hope. Swaroop finally discovers ‘Bijli’ – whole real name is now revealed as Geeta – at the hospital. The lovers are reconciled. Bhagwaan begs Geeta to claim him as her brother. He pledges himself to both pay for the little sister’s operation and see his ‘sister’ Geeta married happily to Swaroop at the earliest opportunity. Swaroop’s mother comes to welcome Geeta and bless Bhagwaan and Govinda – who is jubilant that his ‘matchmaking’ efforts succeeded – for their role in getting her son married. Geeta’s little sister’s operation is successful, so she also joins the household. The whole of Shantinagar eagerly helps with preparations for the upcoming wedding. Madhu, who is herself becoming romantically interested with Bhagwaan, comes to Shantinagar on the day before the big event “to help with wedding work.” Govinda persuades Madhu to help him distribute the last of the wedding cards throughout the community. Hours later Bhagwaan becomes alarmed to discover that neither Govinda nor Madhu has come back. Some distance beyond the end of the city Bhagwaan comes across an exhausted and terrified Madhu, who explains how both she and Govinda had been kidnapped by the gang of the fugitive Shambu Dada and taken to a ruined fort hidden in the wilderness. Shambu intended to rape her, but brave young Govinda had attacked Shambu so that she could escape, asking her to “Bring Father” for help. Deeper in the wilderness Bhagwaan finally finds little Govinda, who has been horribly mutilated and left to die. Govinda explains in a failing voice how he succeeded in overcoming Shambu’s gang with the fighting skills his father taught him, but was unable to defeat Shambu himself. Shambu then vented his rage, at being cheated of Madhu, by brutally crushing Govinda’s legs – “There were nails in his shoes, Father ...” – leaving the boy paralysed and bleeding to death. After receiving final blessing, Govinda dies in his father’s arms ... having sacrificed his own all-too-short life to save the life of another. As darkness falls in the wilderness, Bhagwaan tenderly burns his son’s remains. Bhagwaan solemnly vows to be avenged upon Shambu, and binds Madhu to silence regarding Govinda’s murder lest the wedding be interrupted. The wedding of Geeta and Swaroop goes forward, attended by the whole of Shantinagar. But part way through the ceremonies someone discovers that they’re missing the sindoor  needed to fill the bride’s hair parting for the ritual. Bhagwaan rushes off to buy the essential sindoor. Shambu confronts Bhagwaan in the marketplace. They fight bitterly, until Bhagwaan at last overwhelms Shambu. Remembering poor Govinda’s last words, Bhagwaan dons one of Shambu’s horrible nail-studded boots and uses it to finish off Shambu. Or so he thinks. At the very last, the dying Shambu manages to hurl a hidden knife that pierces Bhagwaan’s chest. Knowing himself to be mortally wounded, Bhagwaan returns to the wedding just at the point where the ceremony requires him, as the bride’s brother, to bless the newly wedded couple – which he does, using a smear of his own red blood instead of the hard-won sindoor. Geeta and Swaroop now realise he is injured and dying, also that Govinda, too, is missing. Bhagwaan responds that he is “on his way to join Govinda” ... and dies in their arms in his turn. Swaroop and Geeta pledge to continue Bhagwaan’s legacy at Shantinagar."
27,13455076,"The Stooges play three sets of identical triplets, born one year apart. All nine brothers lose track of each other after World War II, unaware that they are all living in the same city. One set  is single, one  is married, and the other  is engaged. Trouble brews when the engaged set of brothers decided to celebrate at a local nightclub. Before they arrive, the unmarried set show up, followed by the fiancees of their brothers. The ladies start hugging and kissing the unsuspecting brothers. Within minutes, the wives of the married brothers show up, thinking their husbands are cheating on them. Hilarity ensues when the nightclub waiter  walks in and sees all nine brothers simultaneously."
28,33269085,"Ranchhod Rai Patel  is an egotistical and arrogant self-made Gujarati man who arrived from India and settled in the New York area years ago. He started his career cleaning latrines and dirty clothes, then moved on to working in a restaurant, saving enough money to own one, and then finally owned twelve. He became an extremely successful real-estate magnate, à la Donald Trump and was so big-headed that started calling himself THE Roger Patel. He got married to a woman named Kamla and they were soon proud parents of two lovely daughters, Namrata and Ritu. When the girls are grown, the overprotective Roger arranges a marriage for Namrata with a property owner, a professional Patel man named Prem. Ritu Patel , a doctor, informs that she has met her soul mate also, Sunder Kapoor , who is part-Punjabi and part-Madrasi and is definitely not a Patel, nor a property owner, and not even a professional."
29,2254491,"Preetam , a struggling cartoonist, meets Anita  at a tennis match, where she is watching her favorite tennis star. Anita, a wealthy and westernized heiress is controlled by her feminist aunt, Sita Devi . Sita is suspicious of men, and cultivates her attitudes in Anita. However, to receive her fortune, her father's will decrees that Anita must marry within one month of turning 21. Sita Devi doesn't agree with this, and tries to set Anita up with a sham marriage which will soon lead to divorce, thereby giving her both freedom and a fortune. Sita hires Preetam to marry Anita, but doesn't know that the pair have already met. Preetam is kept from Anita after their marriage, but he kidnaps her and takes her to the traditional house of his brother. While at the house, Anita befriends Preetam's sister-in-law, and begins to see the merit in becoming a traditional Indian wife. Preetam is worried that he has lost Anita, and expedites their divorce by providing false, incrimiating evidence to the court. Preetam then leaves mumbai, heartbroken. Anita now recognizes her feelings for Preetam and rushes to meet him at the airport. In the end, the couple is reunited."
